timestamp,ip,protocol,port,hostname,tag,dns_version,asn,geo,region,city,min_amplification,p0f_genre,p0f_detail,naics,sic,sector
8/1/2020 0:18,14.187.150.232,udp,53,static.vnpt.vn,openresolver,,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,517311,,Communications
8/1/2020 0:18,116.98.203.252,udp,53,dynamic-adsl.viettel.vn,openresolver,x.x.x,24086,VN,HO CHI MINH,THANH PHO HO CHI MINH,3.8095,,,517312,,Communications
8/1/2020 0:18,113.161.0.112,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.52,45899,VN,BINH DINH,QUI NHON,1.381,,,517311,,Communications
8/1/2020 0:18,113.161.57.106,udp,53,static.vnpt.vn,openresolver,,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,517311,,Communications
8/1/2020 0:18,14.179.80.17,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,517311,,Communications
8/1/2020 0:18,116.103.241.130,udp,53,,openresolver,x.x.x,24086,VN,HA NOI,HANOI,3.8095,,,517312,,Communications
8/1/2020 0:18,113.162.167.243,udp,53,static.vnpt.vn,openresolver,,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,517311,,Communications
8/1/2020 0:18,14.169.93.43,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,517311,,Communications
8/1/2020 0:18,113.173.228.207,udp,53,static.vnpt.vn,openresolver,,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,517311,,Communications
8/1/2020 0:18,42.116.22.156,udp,53,,openresolver,,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,6.4048,,,517311,,Communications
8/1/2020 0:18,14.241.131.173,udp,53,static.vnpt.vn,openresolver,,45899,VN,DA NANG,DA NANG,1.381,,,517311,,Communications
8/1/2020 0:18,27.79.109.51,udp,53,localhost,openresolver,x.x.x,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,517312,,Communications
8/1/2020 0:18,14.187.177.29,udp,53,static.vnpt.vn,openresolver,,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,517311,,Communications
8/1/2020 0:18,171.237.246.234,udp,53,dynamic-adsl.viettel.vn,openresolver,dnsmasq-2.49,7552,VN,HA NOI,HANOI,2.6667,,,517312,,Communications
8/1/2020 0:18,202.158.246.129,udp,53,,openresolver,,135918,VN,HA NOI,HANOI,1.381,,,0,,Communications
8/1/2020 0:18,116.97.244.62,udp,53,,openresolver,x.x.x,7552,VN,HA NOI,HANOI,2.6667,,,517312,,Communications
8/1/2020 0:18,1.52.240.223,udp,53,,openresolver,dnsmasq-2.80,18403,VN,QUANG NAM,HOI AN,1.381,,,517311,,Communications
8/1/2020 0:18,123.20.177.102,udp,53,,openresolver,,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,517311,,Communications
8/1/2020 0:18,14.189.67.244,udp,53,static.vnpt.vn,openresolver,,45899,VN,HAI PHONG,HAI PHONG,1.381,,,517311,,Communications
8/1/2020 0:18,123.16.128.213,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.49,45899,VN,HA NOI,HANOI,1.381,,,517311,,Communications
8/1/2020 0:18,113.160.210.79,udp,53,static.vnpt.vn,openresolver,,45899,VN,HAI DUONG,HAI DUONG,1.381,,,517311,,Communications
8/1/2020 0:18,171.242.225.49,udp,53,dynamic-ip-adsl.viettel.vn,openresolver,dnsmasq-2.78,7552,VN,THANH HOA,THANH HOA,3.8095,,,517312,,Communications
8/1/2020 0:18,58.187.68.20,udp,53,,openresolver,dnsmasq-2.80,18403,VN,HA NOI,HANOI,1.381,,,517311,,Communications
8/1/2020 0:18,118.70.254.7,udp,53,,openresolver,ZyWALL DNS,18403,VN,HA NOI,HANOI,4.6667,,,517311,,Communications
