timestamp,ip,protocol,port,hostname,asn,geo,region,city,version,clk_wander,clock,error,frequency,jitter,leap,mintc,noise,offset,peer,phase,poll,precision,processor,refid,reftime,rootdelay,rootdispersion,stability,state,stratum,system,tai,tc,naics,sic,sector
8/1/2020 1:16,116.106.8.243,udp,123,dynamic-ip-adsl.viettel.vn,24086,VN,HO CHI MINH,THANH PHO HO CHI MINH,ntpd 4.2.6p3@1.2290 Wed May 17 13:29:58 UTC 2017 (54),0,0xe2cff040.332b43c0,,0,0,0,3,,0,,,,-13,armv7l,127.127.1.0,0xe2cff040.2f9e3114,0,11.17,,,6,Linux/3.16.0,,6,517312,,Communications
8/1/2020 1:16,221.133.16.217,udp,123,,7602,VN,HA NOI,HANOI,4,0,0xE2CF40DD.CD3580EB,,0,0,0,3,,0,,,,-22,unknown,10.104.20.101,0xE2CF34A2.31A56E7E,0,0,,,5,UNIX,,10,0,,Communications
8/1/2020 1:16,27.65.192.82,udp,593,,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,4,0,0xE2CF43AF.333333C0,,0,0,3,3,,0,,,,-10,unknown,INIT,0x00000000.00000000,0,0,,,16,UNIX,,3,517312,,Communications
8/1/2020 1:16,210.245.3.92,udp,123,,18403,VN,HA NOI,HANOI,4,,0xE2CF40DF.2CA6D902,,0,0,0,,0,0,,,10,-17,unknown,211.233.40.78,0xE2CF3C5A.95737599,0,0,0,4,3,UNIX,,,517311,,Communications
8/1/2020 1:16,123.31.44.1,udp,123,,45899,VN,HA NOI,HANOI,ntpd 4.2.0-a Wed Dec 25 18:48:00  2019 (1),,0xe2cf40df.d01f4250,,26.065,0.367,0,,,0.33,,,7,-23,amd64,123.30.211.7,0xe2cf3f62.87d503ec,1.453,15.944,0.006,4,2,FreeBSDJNPR-10.3-20191025.14243fa_buil,,,517311,,Communications
8/1/2020 1:16,123.31.44.2,udp,123,static.vnpt.vn,45899,VN,HA NOI,HANOI,ntpd 4.2.0-a Wed Dec 25 18:48:00  2019 (1),,0xe2cf40e1.211f5b71,,29.302,1.043,0,,,0.757,,,10,-23,amd64,123.30.211.7,0xe2cf3e84.93d169d5,1.654,41.219,0.001,4,2,FreeBSDJNPR-10.3-20191025.14243fa_buil,,,517311,,Communications
8/1/2020 1:16,103.77.167.1,udp,123,,45544,VN,HA NOI,HANOI,,,0xE2CF415A.136F3726,16000,0,,3,,,,0,,6,,,103.245.79.2,0xE1E410E6.4025EF00,145.95,99999.999,,,16,cisco,,,0,,Communications
8/1/2020 1:16,118.69.53.3,udp,123,,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,4,0,0xE2CF40D2.D3829623,,5.489,0,3,3,,0,,,,-21,unknown,INIT,0x00000000.00000000,0,65673.164,,,16,UNIX,,3,517311,,Communications
8/1/2020 1:16,118.69.34.233,udp,123,,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,ntpd 4.2.8p14@1.3728-o Thu Mar  5 17:03:54 UTC 2020 (1),0.054,0xe2cf40e2.b4d2acd5,,18.691,0,0,3,,1.216,,,,-24,amd64,113.161.84.122,0xe2cf3e31.ee3257c2,92.297,55.628,,,3,FreeBSD/11.3-STABLE,,9,517311,,Communications
8/1/2020 1:16,221.133.11.105,udp,123,,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,4,,0xe2cf3f22.6b851eb8,,0,0.977,3,,0.977,0,,,6,-10,unknown,INIT,0x00000000.00000000,0,99999.999,0,0,16,UNIX,,,0,,Communications
